,cleaned,class
4721,@USER remember that african bitch we used to work with at cmi,0
4722,@USER right these bitches be like damn i hope i get this job at target bitch do better still livin with ya momma ass hoe,0
4723,@USER hey hun,1
4724,@USER @USER @USER billy goat hillbillies you sucking fucking you disgraceful brazzen faced unabashed pig,0
4725,@USER @USER @USER best believe we are not no christian slave brainwash black spooks miss white man unlike yoself she devil,0
4726,@USER @USER @USER at the end of the day they call yo dumb ass monkey pickananny hoe but you love them white devils,0
4727,@USER @USER @USER in other words you are accustomed to niggers so muchyour almighty one can be next to you but yo nigger,0
4728,@USER @USER @USER will convince you that is a lame you a nigger liver believes it cuz you a nigger whore,0
4729,@USER i do not give a flying fuck what a teabagger piece of human garbage like you thinks ,0
4730,@USER you are a teabagger scum who wants to threaten people with his penis extender you are a danger to this country,0
4731,@USER hahahah for reals he was like this bitch crazy laugh out loud,0
4732,@USER is out of wedlock bi hs a lie latinos in nd place mostly driven up by illegal aliens w anchor babies,1
4733,@USER you did you crushed his i got me an exotic bitch dreams,0
4734,@USER if only there was a medal for that we hate fags but we will not kill them medal thank you for the privilege to let fags live,0
4735,@USER ignore sorry i called you a bitch uncalled for,0
4736,@USER got to turn the hoe into housewife,0
4737,@USER besides you are imposter idol looks nothing like the word of god described the saviour of israel in revelations envious bitch,0
4738,@USER @USER that was my mock done on a simulator check it out pick your team how many rounds and go for it,1
4739,@USER she colored not lebanese,1
4740,@USER shame of you selfhating kike we jews are gds chosen people,0
4741,@USER you call @USER house nigger and she is the racist fathom the hypocrisy in that statement,0
4742,@USER if the bitch do not like it she cannot be my bitch,0
4743,@USER facts idc iont have no bitches so i am good laugh out loud,0
4744,@USER are you sure about that slant they are plagiarists and you have no idea who i am,1
4745,@USER i fuckin want out i am tired of this bullshit faggot ass closet racist wannabecommunewithoutrailroad state cali,0
4746,@USER honestly that is where i am the most retarded and is why stuck as a ist hoping for a fair dealermanager situation,1
4747,@USER what you doing bitch boy,0
4748,@USER i texted you fag,0
4749,@USER that is my lil nigga in the middle i was locked wid bitch,0
4750,@USER this was my nigga in that bitch man,0
4751,@USER they made up endearing names for us like nigger spook monkey,0
4752,@USER @USER o logan pulling bitches,0
4753,@USER you bad little bitch,0
4754,@USER mhmm tweet bird ,1
4755,@USER laughing my ass off let us hangout this weekend hoe,0
4756,@USER no i am pimping out you and those guys at the park playing bitch volleyball hairychestsdoee,0
4757,@USER will never happen faggot got complemented on it today at golf by @USER several times ,0
4758,@USER faggot,0
4759,@USER hii fag ,0
4760,@USER is the biggest faggot in the world,0
4761,@USER where have you been hoe,0
4762,@USER @USER just like when i call someone a nigger its not because they are black its about how they act like a nigger,0
4763,@USER careful they might try to queer ya,0
4764,@USER @USER oh i see pa of a giant govt take over eh stockboy you are a joke of a representative dumb teabagger,0
4765,@USER bullshiti guess the poor have all the moneytax money movers at same rate as working peopleyou teabaggers are traitors,0
4766,@USER did not you propose the brilliant idea of college students packing heat you are a savant dumbass teabaggers,0
4767,@USER hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it they love stupid people,0
4768,@USER hey turd cutterstop tweeting juvenile shit and do your jobidiot teabagger,0
4769,@USER stockboy you should talk you tweet lies and childish shit about obamayoure very unqualified you only appeal to dumb rednecks,0
4770,@USER you teabagger dunces want to eliminate education all together so you can groom more teabag voters laugh out loudthedumbestteabagger,0
4771,@USER you are a lazy redneck get back to work governing stay off twitter with your lying bullshitstockmantheliar,0
4772,@USER how much knob do you gobble in one day you are in over your head what a blockhead you are,0
4773,@USER its all about you and white conservative teabaggers you all make the world go round please be our rulersstockboy,1
4774,@USER @USER anti american republicans and teabaggers stop forcing you are religion on the rest of us stockman you do not prayliar,1
4775,@USER @USER ted cruzleaderlol laugh out loud laugh out loud laugh out loud laugh out loud omg laugh out loud laugh out loud laugh out loud laugh out loud laugh out loud you are a funny ass rednecklol laugh out loud laugh out loud laugh out loud laugh out loud,0
4776,@USER friggin red state pussy republican the parent too,0
4777,@USER golly wompers and dad gum son you lyin cheatin scoundrels fucking did it man up and own it ya chicken shit pussy republican,0
4778,@USER stockboyeveryone mocks you,1
4779,@USER bush took times as many vacations republican teabaggers are pusseswah,0
4780,@USER pay your taxes teabaggers,1
4781,@USER you have not evolved as a human being typical meathead redneck i pity you you do not know what freedom is about,1
4782,@USER @USER wise decisionthis alfie must be a right mong,1
4783,@USER tf get me on that bitch stat,0
4784,@USER bye you are a queer,0
4785,@USER my boots get me bitches so,0
4786,@USER @USER what a retard,0
4787,@USER all he ever does is fav fuckin cunt,0
4788,@USER people bitch because they lose an hour of sleep today but it evens out and we get more daylight,0
4789,@USER this is a joke right you are on here like ugh i wish i was a jap and tweeting in gook and shit and jerkin to hentai,0
4790,@USER looks like a lesquintyeyed @USER to me hmm,1
4791,@USER your mother looks like a toughasnails birdi see where you got of that from nice food too,1
4792,@USER repo me for what bitch you need to read the twitter rules and guidelines this are not facebook cunt,0
4793,@USER eat my pussy,0
4794,@USER their to illas are trash though,1
4795,@USER yes hoe you always had the camera,0
4796,@USER @USER @USER @USER @USER bitch you look like a shamu go back to seaword,0
4797,@USER i eat dat chicken out your love box baby lovin a white woman while eatin chicken a colored mans dream,1
4798,@USER dem hoes twatchin right nie dey need uh answer,0
4799,@USER room temp cus i have sensitive bitch teeth ,0
4800,@USER youtube bear vs monkey bike race,1
4801,@USER bitch trying to turn this shit like facebook,0
4802,@USER abouta get him some crayons and animal crackers after pm ,1
4803,@USER i am highly upset dat des bitches tryanna clown me on a media sight bitch i are not going,0
4804,@USER i am going to show these bitches how its done HTTPURL,0
4805,@USER they are so god i just want like a savoury salty cheesy cracker,1
4806,@USER johans a free agent harveys hu you retard and its valverde ignorance,0
4807,@USER yea i listen to that hoe when i wake up,0
4808,@USER come see me anyone named swagner is obviously a pussy,0
4809,@USER thanks ya fucking hoser,0
4810,@USER happy happy helloween helloween whoa oh whoa ho @USER HTTPURL,1
4811,@USER where are the birds at was not it po where birds were all over,1
4812,@USER you see a lame in that pic ofmine due to your infatuation with niggers i am hebrew i fite the children of satan in the streets,0
4813,@USER no bitch linda over kod,0
4814,@USER fuck miley tranny looking now damn ass nigga,0
4815,@USER say that hoe has sparked a many a blunt since you left it,0
4816,@USER girl that is all these hos need they do not care ,0
4817,@USER that is what i thought pussy,0
4818,@USER yellow ,1
4819,@USER @USER no you are the blind bitch dude in the video is way skinnier,0
4820,@USER @USER i am not a liberal i suppo changing the name it transcends standard political grandstanding,1
4821,@USER then send this one to your teabagger friends HTTPURL and watch their heads explode,1
4822,@USER one less little nigger that would grow up into a big nigger,0
4823,@USER bitch answer my calls,0
4824,@USER bitch smd,0
4825,@USER @USER those crackers will leave you parched asf,1
4826,@USER @USER mickey mouse ears hatand tail for that matter,1
4827,@USER feel same way about new england patriots new york yankees but unlike you i have worked in boston nyc texas prison is upgrade,1
4828,@USER @USER ,1
4829,@USER so trash,1
4830,@USER well since you is blood you get a g pass but only this time and i will not tell wop about that lyric situation,1
4831,@USER that bitch bouta be zooted,0
4832,@USER i am coolin you know me same ole shit different day my nig,0
4833,@USER @USER @USER @USER laughing my ass off pussy,0
4834,@USER let us go right now bitch and i knocked you last time let us fight right now,0
4835,@USER morphing into charlie weis will never cease to be disturbing,1
4836,@USER he killed that hoe though,0
4837,@USER laughing my ass offo i know taylor in brazil eating that overseas pussy,0
4838,@USER laughing my ass offo bro you still got that shit you are a hoe we boxing when you come back nigga,0
4839,@USER you a hoe for that i am rolling ,0
4840,@USER you got some more hoe,0
4841,@USER not only that after he pushed him he stepped back laugh out loudol that was some pussy shit,0
4842,@USER so was i cunt welcome to twitter,0
4843,@USER @USER you gay gabrielle bad as fuck even though the other bitch bad you cannot cheat on a dimefoh laugh out loud,0
4844,@USER @USER @USER that is not how you resist you wo hless retard do you need a dictionary,0
4845,@USER but a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex,0
4846,@USER i know that bitch do not going nomo,0
4847,@USER @USER the truth hu s nigguh,0
4848,@USER i have been knowing fag,0
4849,@USER if you decide to do damara you should make her a gladiola we have gorgeous rustcolored ones coming up over here,1
4850,@USER idc i can still get it that is my pussy,0
4851,@USER laugh out loud i am going to look at a bitch ass if i want to,0
4852,@USER are not say its wrong but its just as stupid as hoes showing up to get attention from dudesno one is bigger than the game,0
4853,@USER she like i am going to stop talking to you because you vibing in them headphonestalk to me and come get this pussy in other words,0
4854,@USER cuz the whole team trash,1
4855,@USER tru bitches do not have any respect for themselves so i am with you on the shit talkin laugh out loud,0
4856,@USER faggot,0
4857,@USER you have your nips pierced too ,0
4858,@USER @USER fuck them right in the pussy,0
4859,@USER hes trash,0
4860,@USER dumb nigger,0
4861,@USER yellow in paris fantastic effo from allezwiggo and vroomfroomenow just the last stage up for grabs gocav tdf,1
4862,@USER hoes will be hoes nothing but something guys just dispose truthbetold,0
4863,@USER why did they add your name all ghetto like that looks like they used label maker laugh out loud,1
4864,@USER why were not you so gung ho when you got drafted instead of shitting yourself you seem like another repcon chicken hawk,0
4865,@USER and i am beautiful bitch,0
4866,@USER hoes are more fun,0
4867,@USER i are not shit you are not shitbitch we meant for eachother,0
4868,@USER nah bitch you like pookie from new jack city,0
4869,@USER shut up bitch,0
4870,@USER shit trash,0
4871,@USER why lil ricky stole mj chain and tried to flex with the bitch in his avi,0
4872,@USER nope definitely retarded,0
4873,@USER @USER the moors used to give kids free lunch in the bronx when i was a kid glad to see they are still doing good,1
4874,@USER drinking a bitch beer outta a badass kuzie,0
4875,@USER @USER @USER laugh out loud naw that bitch was just a sociopath,0
4876,@USER you can bet valerie jarret has her hands all over this humanitarian crisis i did not vote for that commie bitch,0
4877,@USER got it thanks hun i am about to text you,1
4878,@USER we in dis hoe i am going to get her too lmfao,0
4879,@USER no one asked bitch,0
4880,@USER low blow cuntface how many times the yanks beat us in the playoffs these last or so years,0
4881,@USER bitch please not going to happen nope,0
4882,@USER fuck them bitches i hope navy beat them this week @USER @USER,0
4883,@USER fuck you bitches,0
4884,@USER thank you i hate you eat poison fall down run face first into a wall yankees missed the playoffs,0
4885,@USER that just happened to be the year we lost a one game playoff to them bitches from the bitch ass twin bitches lucky for you,0
4886,@USER he probably took off a point because gibbs is not from the east coast and says hoes,0
4887,@USER in that i get more bitches than you if so you right,0
4888,@USER bitch ass nigga here is a new belt for you HTTPURL,0
4889,@USER nick background my nigger,0
4890,@USER @USER okay and melo bitch ,0
4891,@USER straight pussy,0
4892,@USER fuckin pussy haha,0
4893,@USER you did not even catch it pussy,0
4894,@USER gobble de gook,1
4895,@USER i love you hoe hahahhaa uglyass,0
4896,@USER @USER trash,1
4897,@USER @USER aahahah who the fuck watches that trash,0
4898,@USER thanks little bitch ,0
4899,@USER already know juss ordered some of this for the weekend @USER for tha white hoes HTTPURL,0
4900,@USER bitch ask a day off,0
4901,@USER bitch those are the same options,0
4902,@USER bring bitches,0
4903,@USER laugh out loud you are retarded ,0
4904,@USER need to get outta that bitch meridian all bad now but as long as you getting that paper you good,0
4905,@USER i am omy to the movie right now and i am literally going to slap a bitch if they scream or some shit,0
4906,@USER @USER i do not think he can beat mayweather but hes far from trash unlike floyd he actually put maidana down,1
4907,@USER my father was born in nanticoke and attended lehigh i am a ct yankee but love the pennsylvania dutch cooking ,1
4908,@USER call me bitch again and see if i do not slap the sexy out of your mom and have justin timberlake bring it back,0
4909,@USER whoa sorry for the spell check error its not ho it was hey so sorry,1
4910,@USER @USER we outchea bitch,0
4911,@USER csgo bitch,0
4912,@USER hi yeah trolls are annoying but do not concern yourself with them they are all twats have no life laugh out loud just ignore them x,0
4913,@USER @USER @USER do birds have a out of wedlock rate is it white fathers that are running away,0
4914,@USER do not like to trash talking either way but to be fair that is just on twitter i am having a ball on texts,1
4915,@USER well then with all fu her ado get da fock out ya lil bitch,0
4916,@USER @USER faggot scoon you want to ball,0
4917,@USER stfu trash,0
4918,@USER @USER pull the trigger bitch,0
4919,@USER you are a little bitch,0
4920,@USER i liked the day a bird got in your classroom,1
4921,@USER any more birds in school,1
4922,@USER you rebel next you will be ripping mattress tags off its a slippery slope,1
4923,@USER @USER @USER @USER because it would their tip hand instead they whine like little bitches,0
4924,@USER nope by the way yous a hoe laugh out loud,0
4925,@USER oh well turns out that baby are not mine does jig,1
4926,@USER yesterday twitter was telling them same dudes that pussy was the best so have faith,0
4927,@USER have you looked yourself this is funny this is like obama saying he is good for the economy hipster faggot funny though,0
4928,@USER @USER @USER hes a pussy,0
4929,@USER @USER all haha because i am thinkingofyou and your di ylove sexxy bitch,0
4930,@USER aww y you so mad though a successful man lmfao hut hugging as faggot,0
4931,@USER if you got to shout you a bad bitch you are not a bad bitch ,0
4932,@USER @USER @USER @USER bo that was trash,1
4933,@USER do yourself a favor and ball that up and throw in the trash,1
4934,@USER whatever laugh out loud my tan line is retarded laugh out loud was that other tweet a subtweet,0
4935,@USER you real quiet son made charlie is shit and steelers too loser,0
4936,@USER @USER i like where you are domes at sma ,1
4937,@USER has to be live version pulledpork clams babyjesus lilsmokey,1
4938,@USER pitch chip and slide you are dick in tight clam love it mywife,0
4939,@USER the early bearded man gets the clam herkfacts,1
4940,@USER @USER @USER haha the little shit talkier brought his other bitch,0
4941,@USER bitch go shoot some balls of paint ole hobby finding ass,0
4942,@USER laugh out loud autocorrect is a bitch but voice recognition is much faster than typing,0
4943,@USER can fucking a fat bitch be considered a threesome ,0
4944,@USER but if we loved again i swear id love you right by the way bitch you better not be googling these lyrics mine is from the ,0
4945,@USER this is true that bitch has two accounts @USER,0
4946,@USER i also like flip a bitch which is gabbys qualitywords,0
4947,@USER i know hoe,0
4948,@USER no hes an asshole is like i have neck problems cannot sleep that way you lil bitch,0
4949,@USER them bitches uggo as fuck too,0
4950,@USER you a hoe ass savage this shit brings up memories so cook on my g,0
4951,@USER @USER big birds big peckers they always mad because they only get laid once and that is by their mother,0
4952,@USER @USER @USER maybe he can call hootie back up he do not answer me anymore but still have crows,1
4953,@USER got to get my superbowl shi at the cleaners then we hitting the big bird,1
4954,@USER now beaners drive them,0
4955,@USER they best not fuss about this basement bitch is like a skating rink HTTPURL,0
4956,@USER and @USER are faggots kbye,0
4957,@USER all the thirsty hoes laugh out loud,0
4958,@USER i am the type to put that bitch in a river so you can gtf out my locations laugh out loud,0
4959,@USER and its people like you that give us all a bad name you are a disgusting piece of shit of a person a nigger is what you are,0
4960,@USER dude fucking mono sucks and my bed is trash,0
4961,@USER that is nate dumbass we all just mock him,0
4962,@USER sauerkraut saul is a punk ass bitch,0
4963,@USER you do it to us so payback is a bitch hahaha happy valentines day though,0
4964,@USER good one you fucking bitch ass,0
4965,@USER what are you going to do i am about to chase you out the club like mobb deep did to you pussy,0
4966,@USER that explains you because all you do is bitch and whine,0
4967,@USER laughing my ass off your just a dumb hoe that budden made popular please stop your irrelevant and no one cares about you slut,0
4968,@USER pot of gold ass nigguh,0
4969,@USER you are not a catyou are a pussy black bored kid kills a cop by sta ing a firewhere is the outrage you phony @USER,0
4970,@USER word bird,1
4971,@USER i think you should reconsider hes a little bitch to the one true god almighty cthulhuplease for your soul seany,0
4972,@USER quit being being a pussy yourself and call them out by first and last name plus ssn ya poon,0
4973,@USER subtweeting and using hashtag oomf what is the difference p jk just jerkin yo dick ya nigger faggot,0
4974,@USER would help for some others cannot handle uppers and cripples them plus if moderation is not taken into consideration it will be bad,1
4975,@USER @USER them hoes are clean,1
4976,@USER @USER @USER @USER @USER @USER @USER @USER @USER or a celebrity poor bitches,0
4977,@USER gator bait ,1
4978,@USER ha he are not welcome in washington state or nashville serpas is straight trash,1
4979,@USER my problem is that i love bad bitches,0
4980,@USER @USER @USER and you are a vegetarian pussy,0
4981,@USER he a bitch you should do it,0
4982,@USER @USER bitch yo muthafukin ass reacting off that vain females tweet do not no the context her dumb ass do not neither,0
4983,@USER @USER say that shit to my face bruh you a bitch for gettin in a man you do not know business handle yo own shit,0
4984,@USER and stop covering yo goddamn face like the k yo yung silly ass co signing for pussy,0
4985,@USER no shit you are what euros would call a typical american fat as fuck and goes to eat fast food all the time dumb bitch,0
4986,@USER pussy,0
4987,@USER @USER fuck up pussy,0
4988,@USER id rather ask yours is she a nappy headed hoe too and is your grandma as well id be ashamed to be in your family,0
4989,@USER nappy headed hoes cannot call anyone ugly stop embarrassing yourself pls,0
4990,@USER so fucking annoying when a hoe is like omg relationship goals like close your legs get dressed and do something about it,0
4991,@USER you are a pussy without your guns bitch as spic your daddy does not even respect the sperm he drop in your moms stank pussy,0
4992,@USER yankees like florida state not floridians,1
4993,@USER yass bitch yass ,0
4994,@USER my momma saw how the girls danced and was like grandma was like shake that ass hoe,0
4995,@USER oh you can dog her out but do not show that hoe no love if you doing it with ya old lady,0
4996,@USER so some of yal bitches need to stock up on jello to fix yal broke up ass personalities ,0
4997,@USER rip plate brownies large tea fries beans potato salad poboy,1
4998,@USER @USER @USER @USER it does you and all your hipster friends are ugly as fuck and yo pussies all stank,0
4999,@USER straight off the bench ned worldcup,1
5000,@USER @USER @USER coming to the rescue of some retard licking di y skidmarks on the internet you guys are fucktards,0
5001,@USER @USER rather be an ultra fag than get an on my act and go to fgcu zing,0
5002,@USER @USER little punk we should send his ass to iraq for a few weeks little bitch would come home kiss the ground,0
5003,@USER taylor wack ass bitch nigga,0
5004,@USER vegeta is a little bitch teamgoku,0
5005,@USER you is a hoe,0
5006,@USER how are yankees games on the radio good announcers,1
5007,@USER how do yankees fans look back on gary sheffields time with the team,1
5008,@USER some mets fan tried telling me rivera is not of the best yankees of all time because he is just a closer wtf,1
5009,@USER i glads dis colored man cans be of soyvice fo da white man,0
5010,@USER i am not yellow i am sorry,1
5011,@USER yay i am a whitey ,1
5012,@USER nfl forgetabout they got until february its the pennant race let us go yanks,1
5013,@USER @USER @USER hes been drinking too much of that shitty canadian hoser beer eh,0
5014,@USER a would expect nothing less from your dominion oh by the way sec bitches,0
5015,@USER wilde nog even checken op twitter hoe het ging maar had zon heftige wond niet verwacht heftig sterkte beterschap hoor,0
5016,@USER ill scream from france for you tom iu iubb hoosiers creanandcrimson,1
5017,@USER what now bitch,0
5018,@USER @USER @USER of bcs titles mil in revenue its great being in a redneck conference and not in ohio,1
5019,@USER come over queer,0
5020,@USER hey fag gag on my clappmeat,0
5021,@USER tounge punching smelly tu le pussy,0
5022,@USER bitch laugh out loud,0
5023,@USER fuck i look like shopping at that trash ass store,0
5024,@USER pussy pussy pussy marijauna wana,0
5025,@USER laugh out loud i feel like a punk bitch sittin in here with all the lights on ,0
5026,@USER republican teabaggers should be jailed for treason,1
5027,@USER faggot is a public spectacle most gays are not fags public display gets public opinion,0
5028,@USER bitches are not shit but hoes and tricks thuglife,0
5029,@USER @USER @USER yeah the internet def taught me a bitch cannot twerk if she talkin bout voting,0
5030,@USER that is actually nonenglish because okiecops are filthy white trash who are all criminals,0
5031,@USER i did not make to any games last season just looked it up astros open up with the yankees st of april,1
5032,@USER i thought you would like him because of the chi but yeah he a faggot,0
5033,@USER @USER @USER once fag you got pressed to the ground hang up your cleats n never put them back on or think about it,1
5034,@USER you unfollowed me because you think you are the shit and use follow trains to gain and then just unfollow because you are a pussy,0
5035,@USER this bitch has brain damage,0
5036,@USER bitch,0
5037,@USER bitch ill fuck you up,0
5038,@USER @USER laughing my ass off take off thru quavo cannot do shit but make hooks offset da only solid but i kno niccas been tellin him dat,0
5039,@USER @USER that hoe is like ,0
5040,@USER bitch you can tweet but not answer,0
5041,@USER aye my nigga back in the bitch,0
5042,@USER mite hit the rec i know cell marcus and jax gone try to hit that hoe,0
5043,@USER could not help it man niggas pussy for robbing a chick and shootin her,0
5044,@USER the way he raps about fucking my bitch banters about having more money than me is so ente aining its crazy @USER,0
5045,@USER i swear des hoes just making up challenges now,0
5046,@USER i tried one of them pom pomegranate juices n i swear it tasted like flavored pissdont ask laugh out loud,0
5047,@USER shut yo hoe ass up,0
5048,@USER laugh out loud it had to be one of my old bitches ,0
5049,@USER they not gonn comment because they in the closet hoes laugh out loud team getchoassoutdatcloset laugh out loud,0
5050,@USER aight bet we in that bitch too,0
5051,@USER nothing says fashion like a cunt hat,0
5052,@USER it is bitch,0
5053,@USER looks like you are going to blow someone fag,0
5054,@USER thisty hoe,0
5055,@USER @USER yup and now we pickin you white bitches bare like a chicken leg,0
5056,@USER @USER that was no accident lmfao these hoes trynna be lowkey slick,0
5057,@USER thus you have the term redneck also the creator is not mocked good for youexcellent precept daughter,0
5058,@USER its the entire pats bandwagon they are faggots,0
5059,@USER i told you ugly niggas get bitches young i promise you work ya magic laugh out loud,0
5060,@USER good job tonight you need to eat some crackers soyoull stop throwing up ,1
5061,@USER and you are a fucking loudmouth ignorant redneck fuck you still tryin to suck your own dick you cannot you dumbfuckits too sho ,0
5062,@USER i got a bitch named banana pussy bananas swear i got to say it again pussy bananas my lil cool azz bitch she from da westside,0
5063,@USER fuck you pussy i made a mistake and sta ed cj spiller over chris ivory this week fuck,0
5064,@USER @USER tylar shut up bitch i usta make you these,0
5065,@USER bet hoe,0
5066,@USER ion sneak diss on broke bitches ,0
5067,@USER you ah lien ass hoe,0
5068,@USER hey ill leave abbey too oh if i get a job on the slope i might move back because id lose out on lots of money buying tickets,1
5069,@USER all strippers and sexy hoes follow my mans,0
5070,@USER @USER @USER its at your house bitch,0
5071,@USER eat yo pickles bitches,0
5072,@USER studies show that you are a faggot,0
5073,@USER nope super chocolatey yummy brownies,1
5074,@USER what is a puto is not that bitch in spanish,0
5075,@USER @USER @USER mutha fuckahs better bring me all the brownies ever,0
5076,@USER @USER do not ignore me faggots c,0
5077,@USER do not you have a trash can,1
5078,@USER shame that your mama did not teach you not to call women bitch well we all are not that fo unate i guess,0
5079,@USER shut up faggot you and ras need to make an album together well ras fell off you did not cont HTTPURL,0
5080,@USER man some of these bitches are in denial about it ,0
5081,@USER what pissed me off is as males we judge females pussy how you gone judge your own get mad and deny its loose because you have a gap,0
5082,@USER these marxist kikes promoted antisemitism by creating this film what was their incentive they just promote their enemies,1
5083,@USER @USER young based god in olympics stay fuckin bitches,0
5084,@USER your update for my s pretty much broke g and made it absolutely annoying and retarded,0
5085,@USER @USER ie do not make a hoe a housewife,0
5086,@USER bitch whatever nigga you were to scared to play,0
5087,@USER you just cannot give hillbillies an audience they will squander it every time,0
5088,@USER only faggots drive stick,0
5089,@USER laugh out loud bitch yo display name,0
5090,@USER go jerk off to laugh out loudlis faggot,0
5091,@USER smh what is wrong wit you ho,0
5092,@USER @USER yea you do not live down here i guess we still got roofs that are not fixed from charlie and jeanne,1
5093,@USER no i do not fuck with those hoes ask paco he does,0
5094,@USER they did not want to fuck steve that bitch laughing my ass off,0
5095,@USER lightweight heavyweight do not matter still knock bitches out ,0
5096,@USER hahamonkey feeti like itbut realfeet are magical on a backit smoothes every nook and cranny of tightness ,1
5097,@USER she is a cunt,0
5098,@USER vince what is the general feeling of the natives that you know in regards to the term redskins offensive to them or not,0
5099,@USER kill the coons,0
5100,@USER the cunt needs her hands cut off,0
5101,@USER do not raise you are hand to me niggah,0
5102,@USER my niggah my niggah laugh out loud ,0
5103,@USER no problem my niggah ,0
5104,@USER was good my niggah laugh out loud,0
5105,@USER wassup niggah,0
5106,@USER now nowthat bird is one of gods creatures ,1
5107,@USER call out bitch,0
5108,@USER eat shit who are you working for you nappy bitch,0
5109,@USER we might have more cannot really be sure but some weird little bird said that might be a possibility stay tuned maybe,1
5110,@USER birds of a feather you stand with peta i stand with sanity,1
5111,@USER everything jayz writes is trash,1
5112,@USER @USER normally i would say she must have a great pussy but since i have seen it that is not true so i do not know what it is,0
5113,@USER destiny will make titanfall its bitch,0
5114,@USER yeah so you better play with me ya nigger,0
5115,@USER id chink you if you left me with blue balls,0
5116,@USER this cold we have going around our little hick town had about everyone i know locked in their houses for better than a week stay well,1
5117,@USER read wo slant your orig statement said everything we havethat is the only extreme comment made,1
5118,@USER your not so godly after all you fuckin redneck peckerwood,0
5119,@USER yas it is you are buhlowin up my timeline negro ,0
5120,@USER fuck your store bitch,0
5121,@USER @USER you inferred he tried to ho to nam he did not he dodged it he is no great leader,1
5122,@USER at the peak of the war w joins the texas natl guard to get outta nam facts are a bitch HTTPURL,0
5123,@USER laugh out loud bitch nigga i am about to get my gay homies on you,0
5124,@USER @USER bitch,0
5125,@USER that is trash its ot,0
5126,@USER by the way jim crow laws were suppo ed by democrats not republicans and mlk was a republican fact,1
5127,@USER yes das def da problemif histeacher was a spear chucker he would have gt both dose rite,1
5128,@USER @USER so you suppo illegals coming here and spreading disease among americans dream that bitch,0
5129,@USER @USER a judge that was appointed by obama who here does not see the agenda fucking crooked bitch,0
5130,@USER hey windy does your dildo take out the trash for you buz,0
5131,@USER msnbc the same msm who said blocking flights from africa is racist yea right no id no vote bitch gold digger,0
5132,@USER your second add just ruined it a new low picking on a cripple,1
5133,@USER says the pedophile promoting dolt laughing my ass off teabagger,0
5134,@USER faggot,0
5135,@USER what did the note say stop being a bitch here is some flowers gets them everytime,0
5136,@USER money cars and clothes and the hoes laugh out loud he just want be successful laugh out loud,0
5137,@USER this some bullshit bitch show lana kane,0
5138,@USER @USER look at this shit i am going to bitch forreal ,0
5139,@USER just to remind you all cuz hoes be acting like they do not know,0
5140,@USER so much hoes,0
5141,@USER i was steal that bitch,0
5142,@USER sum bitch that looks good where does a man such as myself pick up one of those,0
5143,@USER hes a faggot and i do not like him i am on the other side of the state,0
5144,@USER that nigga spun around in the pussy,0
5145,@USER @USER my mentallity being a flaming fag is a serious mental issue,0
5146,@USER @USER fight me bitch,0
5147,@USER @USER i feel the warm fuzzies,1
5148,@USER @USER according to you my place is in kitchen excuse me while i take out the trash,1
5149,@USER @USER by trash i meant you laughing my ass offoo,1
5150,@USER real shit bro yo hoe told me if smoothie king had straws i ca fuck,0
5151,@USER yu forgot we beat you all that is like a garbage man calling a janitor trash,1
5152,@USER bitch we coulda been at the stores looking,0
5153,@USER @USER tranny dragons eh i know some people that will love this,1
5154,@USER whatchu doin today nig,0
5155,@USER wud up nig i got to new number text me,0
5156,@USER @USER @USER you can tease this dick faggot,0
5157,@USER your bitch called she was missing this dick,0
5158,@USER @USER @USER fuck outta here faggot that would not even be a fair,0
5159,@USER laughing my ass offo typical nig nog bombs should have got pics,0
5160,@USER @USER bitch please HTTPURL,0
5161,@USER can we not use the word faggots,0
5162,@USER bitch you got me fucked up ,0
5163,@USER @USER bitch you always hatin laughing my ass off,0
5164,@USER cuz i thought i got a wife but i picked a hoe i am lovin these songs man keep it coming,0
5165,@USER @USER stfu bitch,0
5166,@USER could get half a band off me @USER fellas @ your dope female followers and state how much you would pay for their pussy,0
5167,@USER thought retard,0
5168,@USER @USER hear that you dumb bitch he said no one likes you ohshitnigga,0
5169,@USER @USER bitch i want it all,0
5170,@USER @USER glad you could get your daily dose of giggles faggot,0
5171,@USER @USER hey faggot spell faggot right you dipshit,0
5172,@USER @USER shut the fuck up fag ill beat the shit outta you,0
5173,@USER @USER yeah nigga i get bitches and matts fucking gay as shit,0
5174,@USER i am not fake bitch meet me after school then nigga,0
5175,@USER because i am about to blindside the shit outta you niggah,0
5176,@USER fuck you bitch smd,0
5177,@USER haha bitch,0
5178,@USER insecure much put all you insults in one tweet fucking dumbass dude id wreck you you faggot,0
5179,@USER just smokin that cali smoke and fuckin your bitch wbu,0
5180,@USER shut up niglet,0
5181,@USER sun follow me you bitch you cannot do shit so stfu faggot,0
5182,@USER then learn to read bitch,0
5183,@USER who do you think i am bitch,0
5184,@USER about the beanies but steal my description but you are not salty or fake,1
5185,@USER laugh out loud you probably right fuck you bitch in spanish,0
5186,@USER i always want to speak to people i converse with on twitter but they always look at me like bitch i do not know you in real life smh,0
5187,@USER she remembers the dick laugh out loud and wants it again i recommend you shoot a bitch if she show up she might snap,0
5188,@USER boom bitches ,0
5189,@USER i hate birds they just piss me off about the fact that i cannot fly,1
